id,text
1784,and you used all of mine and you said you were gonna buy me one and
1785,maybe a t+rex or a brontosaurus I'm not Mommy's not too good with the dinosaurs Alex not sure xxx
1786,once he's nice and cozy he'll want to listen to
1787,there isn't a black one there's a black mustache
1788,which doesn't really make sense to be but
1789,look I found your shaker in the vase
1790,this one is a oh_my_goodness this one holy moly
1791,Alex I don't know let me see Gigi will try to turn it on watch
1792,yes now that looks really really nice
1793,oh but you can't sit on the track Alex you hafta get off the track honey can't sit on it see
1794,I found a foot+ball in the vase I found that in the vase
1795,don't do that to the blinds you'll break them
1796,you have_to put a lot of different colors on it and then we could put it in your room
1797,xxx likes this book Mommy likes this book very much
1798,so high in the sky xxx so fast that ooh that one's a fast one
1799,and can you wet that so I can put it over that bowl
1800,I unplugged this so you can press the buttons
1801,look it push them so they can look out the window
1802,alright let me see I'll help you don't get in a panic
1803,okay who do you want to have hair first the little boy or the little girl
1804,how about the glasses where'd the glasses go
1805,this is gonna climb outta the xxx nope
1806,no not the bus driver how bout the horn
1807,I would like to look at this if you don't mind
1808,well you want wouldja like to give him two colors
1809,whoa come back here I'm gonna get you right now
1810,I don't want to do that because it makes a mess
1811,you don't let Mommy or Daddy or Gigi or Papa xxx nobody can touch the arms
1812,would you like to put it over here so it dries
1813,my wool is used to make warm clothing what am I
1814,he'll want you to take him to the movies
1815,I know you can't read them all xxx wait a minute
1816,ooh you're squishing me xxx are you squishing me
1817,or do you want him to just have all purple hair
1818,so if you wanted a wallet of the small one
1819,you are being a good boy honey but don't do that
1820,I know but it's it's just pretend it doesn't really go in your mouth it's yucky
1821,you can eat the eggs I lay what am I
1822,which one do you see anything you would like me to get
1823,I like to chase mice and I purr what am I
1824,now you're not having any of this playdough cuz I asked you not to throw it
1825,building my block wall and you better not knock it down
1826,he needs batteries right here do you have a screwdriver
1827,don't put your toys in your mouth please
1828,oh how cute is that garden is so nice looking
1829,the sound I make is oink oink what am I
1830,yeah but can you make sure you call them today Mom
1831,get ready to catch it it's gonna go fast
1832,here I come I'm coming fast enough to get you
1833,xxx but I don't want you to don't run walk and walk and walk and walk
1834,I can't make a big a look it's all messy
1835,oh this is so wonderful no don't leave me
1836,how'd that happen it went under the table and came right back out
1837,xxx I don't want you to fall off the chair Alex
1838,let's see if I can remember how this goes
1839,xxx no I I can go back and get as many as I want they keep
1840,don't leave me don't leave me don't leave me
1841,xxx it's getting so tall I can't believe it
1842,I'm coming I got you I got the blue
1843,I'm going to the mall tonight shopping with Debbie
1844,two hands go ahead you had it right the first time
1845,I don't know where don't put that in your mouth Alex
1846,no no no honey I'm gonna show you watch
1847,xxx here you can drink this water now if you'd like
1848,how big do you want it then I won't have any room to write anything else
1849,no are you gonna read it right
1850,I'll try it again I don't know if I can make it do it though
1851,yeah take oh take out the horse honey look how cute
1852,we'll fix it later let me wipe your chin
1853,okay how's that look does that look good
1854,how about the what else do you know you know em all
1855,well yeah I know but I gave it to you
1856,xxx I don't know I ate the bill I'll go tomorrow
1857,I gave you a banana this morning and you only ate half and you threw the other half in the trash which I did not want you to do
